compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_voigt
Hg1Pt1,aflow:e29f95d246294183,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1Pt1_ICSD_104337,123,tP2,147.952
As1Pu1,aflow:e2d31b24625f4223,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Pu1_ICSD_44048,221,cP2,87.2611
Mo8P5,aflow:e27395c80060fd47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Mo8P5_ICSD_15058,6,mP13,227.974
Al8Zr4,aflow:e271e75bc4d33962,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Zr1_ICSD_150527,194,hP12,112.32
Cu4La4,aflow:e25556eec02a2b47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1La1_ICSD_628213,62,oP8,49.0685
Ni5U1,aflow:e298b77da9c5ae03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni5U1_ICSD_105437,216,cF24,131.822
La1Zn1,aflow:e2c52facf9221eb5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Zn1_ICSD_104735,221,cP2,46.8111
Sn2Ti4,aflow:e2b667696c1074b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sn1Ti2_ICSD_169007,194,hP6,107.474
Ag1Pt3,aflow:e2ded1c71ca5f4b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Pt3_ICSD_180886,221,cP4,191.067
Pd8S2,aflow:e29e11c8f4be3045,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pd4S1_ICSD_23865,114,tP10,135.513
Ge4O8,aflow:e22f5d71c7644345,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1O2_ICSD_281601,205,cP12,231.291
Cd1Tb1,aflow:e30fcb2e97324626,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Tb1_ICSD_102068,221,cP2,55.7222
Be26Ho2,aflow:e3977bd14545293c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ho1_ICSD_616296,226,cF112,112.861
As12Rh4,aflow:e39713a0f4990327,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Rh1_ICSD_34052,204,cI32,113.543
Sb2Ta6,aflow:e3a0b8604eae5a40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sb1Ta3_ICSD_52310,223,cP8,181.556
Pd3Ta1,aflow:e3a096724df20a7e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3Ta1_ICSD_105709,139,tI8,207.733
O1Ta4,aflow:e3da235a562628d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O1Ta4_ICSD_76022,123,tP5,208.243
S2Ti2,aflow:e35f681e6487b6bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Ti1_ICSD_52121,194,hP4,119.141
Mg1Sc1,aflow:e38b9dc992fb368a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Sc1_ICSD_108583,221,cP2,49.8
Pt3Y1,aflow:e3faf75fedf889c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3Y1_ICSD_105845,221,cP4,171.456
Ce1Rh3,aflow:e375ee6459a0b27c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Rh3_ICSD_102269,221,cP4,177.35
B2Rh2,aflow:e37504351d207225,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Rh1_ICSD_150732,194,hP4,278.507
Ca1Tl1,aflow:e35047fade43799d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Tl1_ICSD_58941,221,cP2,31.4889
O8Si4,aflow:e38965ef50bb8383,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_51702,60,oP12,292.667
Pt4Y2,aflow:e49cd74ec6cc394c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt2Y1_ICSD_105843,227,cF24,162.578
Er1Tl1,aflow:e4c31765ca086684,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Er1Tl1_ICSD_103310,123,tP2,57.45
Mg24Sb16,aflow:e48de1a24c1a2400,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Mg3Sb2_ICSD_181285,206,cI80,37.9611
K2S1,aflow:e4dd36659b848305,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K2S1_ICSD_183837,225,cF12,18.3611
Al4Pt4,aflow:e4e902f0bd0191ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pt1_ICSD_58129,198,cP8,187.565
Pb1Pd3,aflow:e4563510401c6a2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb1Pd3_ICSD_42600,221,cP4,127.056
Au6Sr14,aflow:e406d134beb17910,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au3Sr7_ICSD_58597,186,hP20,22.287
B4Re2,aflow:e4636da54a2220ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Re1_ICSD_162271,194,hP6,337.581
Dy8Sb6,aflow:e41b0eb2d602bc3e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Dy4Sb3_ICSD_630229,220,cI28,67.4778
Ba6Mg23,aflow:e5a9323a46d01884,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba6Mg23_ICSD_109225,225,cF116,24.8222
Au4Ba4,aflow:e5d622930c8ffda7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ba1_ICSD_611634,62,oP8,30.9833
Bi3Sr1,aflow:e5db61fa74861990,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi3Sr1_ICSD_58858,221,cP4,44.9444
Al2P2,aflow:e59f919d67ca2745,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1P1_ICSD_67770,186,hP4,82.7796
Tl3U1,aflow:e52ccf55c80734d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl3U1_ICSD_106194,221,cP4,43.4833
Ca4Pt8,aflow:e585593b59b25087,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Pt2_ICSD_619516,194,hP12,128.541
Ir6W2,aflow:e5eb9cc26d8c8d17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3W1_ICSD_641166,194,hP8,355.394
O1Sr1,aflow:e5529db498f2af80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Sr1_ICSD_105548,225,cF8,84.7444
Nb1Rh3,aflow:e5c0d55f329a6b84,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb1Rh3_ICSD_105214,221,cP4,252.822
Eu1S1,aflow:e626da611341cf31,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu1S1_ICSD_183948,225,cF8,48.3889
Ce1Te1,aflow:e602766877c0ee55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Te1_ICSD_183956,221,cP2,71.2222
Mg2Sn1,aflow:e6e5181d91589f15,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg2Sn1_ICSD_104869,225,cF12,41.0722
Mg6P4,aflow:e6d01b791d361e77,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg3P2_ICSD_24489,224,cP10,57.4444
B12Tb1,aflow:e6bb61b62442dc3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Tb1_ICSD_615534,225,cF52,220.656
N4W2,aflow:e63da76a2644ff14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2W1_ICSD_290434,194,hP6,355.817
C1Mo1,aflow:e6168f280fcabded,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Mo1_ICSD_183165,225,cF8,325.65
As4Mg6,aflow:e6aeabf7626b5275,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Mg3_ICSD_24485,224,cP10,48.85
Ni4P12,aflow:e7777e374eed73a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ni1P3_ICSD_23714,204,cI32,73.9185
Au1Cu3,aflow:e7e21be634245737,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cu3_ICSD_150666,221,cP4,121.622
Ba2Be26,aflow:e72d9d4159dcccf8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Be13_ICSD_58633,226,cF112,89.4444
La1Mg1,aflow:e721c69e30fe7c1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Mg1_ICSD_104658,221,cP2,35.3556
Re3Ru1,aflow:e7c45a3ae6fc7c66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Re3Ru1_ICSD_168956,44,oI8,352.973
Rb2S1,aflow:e738c735121eb87f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Rb2S1_ICSD_29208,225,cF12,15.6519
Rb2Te1,aflow:e7c5c7c5b4f9a113,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Rb2Te1_ICSD_182743,225,cF12,11.4944
N8Si6,aflow:e805269dabdf98bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N4Si3_ICSD_156336,227,cF56,293.706
Ge2V6,aflow:e8ce9d2481968a5b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1V3_ICSD_186004,223,cP8,175.611
As12Ir4,aflow:e821f46a2d27889f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Ir1_ICSD_15457,204,cI32,129.517
Gd1N1,aflow:e83bf0a59f2f6df4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd1N1_ICSD_169204,225,cF8,150.433
Ru2Te4,aflow:e8e864e37f6e3544,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Te2_ICSD_106001,58,oP6,102.428
Er1S1,aflow:e81a0ba1ec4da6b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1S1_ICSD_106619,225,cF8,100.606
Cd3Zr1,aflow:e8ba7d7c937e89b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd3Zr1_ICSD_102093,123,tP4,80.2093
P8Si4,aflow:e851bd6b6c7d5b51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/P2Si1_ICSD_185351,205,cP12,109.791
Ir2N4,aflow:e92983093b3b4288,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1N2_ICSD_240756,58,oP6,317.063
N1Ru1,aflow:e9a1d4df7372024a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Ru1_ICSD_183190,216,cF8,252.617
Bi2Rb6,aflow:e9d97f4d81711a66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Rb3_ICSD_616995,194,hP8,9.58519
C1Ni1,aflow:e9301e24b4623b39,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ni1_ICSD_180457,225,cF8,264.689
Ba2Tl4,aflow:e9c6d477da9d6f7b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Tl2_ICSD_58681,194,hP6,27.3907
N1Zr1,aflow:e917b3e6c78be74b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Zr1_ICSD_181144,221,cP2,224.85
Hf1Os1,aflow:e958030590a0d0bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1Os1_ICSD_104252,221,cP2,227.65
Al4La2,aflow:e97e1b25692fbff9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2La1_ICSD_57933,227,cF24,67.3667
Re1Si2,aflow:e92232a1d7e4b071,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Re1Si2_ICSD_108721,139,tI6,221.941
Rh3Sc1,aflow:ea4b129585b040c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh3Sc1_ICSD_105920,221,cP4,185.339
Cu1Pd1,aflow:eaca4c0a310db6de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1Pd1_ICSD_181913,221,cP2,137.239
S4Sr2,aflow:ea261c138fc5b708,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/S2Sr1_ICSD_23640,140,tI12,48.5204
Se8U6,aflow:ea7d454502329188,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Se4U3_ICSD_23710,220,cI28,64.5389
Re8W4,aflow:eae54e0aeabbd0e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2W1_ICSD_650203,194,hP12,327.924
O8Zr4,aflow:ea71a50e2d165d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Zr1_ICSD_15983,14,mP12,191.069
Ca4Sb2,aflow:ea9944c476b6a616,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca2Sb1_ICSD_154,139,tI12,35.7167
Al2Ti6,aflow:ea1aaa7c5e737df6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ti3_ICSD_609538,194,hP8,114.657
Al2N2,aflow:ea80a45670822376,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1N1_ICSD_163950,194,hP4,207.659
F4Zn2,aflow:ea094174f9a73001,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Zn1_ICSD_14146,136,tP6,106.793
Sr2Zn26,aflow:eb050e34fd4c7d51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sr1Zn13_ICSD_652897,226,cF112,66.1278
Ru6Th14,aflow:ebef2b4e8ec07bfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ru3Th7_ICSD_150668,186,hP20,83.0019
Ge2Y2,aflow:ebfb7133a161759b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge1Y1_ICSD_42948,63,oS8,79.0037
Dy1Hg2,aflow:eb4c41fc0488a41b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Hg2_ICSD_103196,191,hP3,69.1648
Dy5S7,aflow:ebc7df768c5591ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Dy5S7_ICSD_630189,12,mS24,79.0704
Li2O1,aflow:ebc85927767e092f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2O1_ICSD_173180,225,cF12,79.1389
Na2S1,aflow:eceefbe0f5d07d00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_56024,225,cF12,29.3944
Bi1Nd1,aflow:ec4dd6314db205a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Nd1_ICSD_44133,225,cF8,54.0056
Dy8Se12,aflow:ec363624902d8a5f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy2Se3_ICSD_419,62,oP20,68.2019
Ba2Bi3,aflow:ec10eb407ac3cb2e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ba2Bi3_ICSD_170218,71,oI10,31.9019
C2U1,aflow:ec28eaf686bd2b7e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C2U1_ICSD_168167,225,cF12,196.15
N2Tl2,aflow:ec62f78f3a44840c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Tl1_ICSD_186556,186,hP4,89.3667
Cu1Dy1,aflow:ec3c53433d5dfc02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1Dy1_ICSD_102873,221,cP2,66.8444
Al1Pd1,aflow:ec7698ec73c32d7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pd1_ICSD_58113,221,cP2,148.028
Al12Ni4,aflow:ec94631f7bd6f0a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al3Ni1_ICSD_58040,62,oP16,114.313
As1Gd1,aflow:ec99c2c4de2255c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Gd1_ICSD_43634,225,cF8,69.6056
Co2Y2,aflow:ec07d639af7da24d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Co1Y1_ICSD_20954,63,oS8,52.5972
N4Ta2,aflow:ed055aed0cbbe98a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N4Ta2_ICSD_182351,191,hP6,237.046
Pb4S4,aflow:ed5e0e5f2c3a33b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pb1S1_ICSD_183241,31,oP4,53.7593
B1Zr1,aflow:ed71e73c1d9d1a64,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Zr1_ICSD_186558,225,cF8,160.072
O1Rb2,aflow:ed5547e7e4115236,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Rb2_ICSD_180572,225,cF12,22.7389
Pd3V1,aflow:ed0e3797e656f67a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3V1_ICSD_105742,139,tI8,191.117
Al4Er8,aflow:edfd496faf5b2b03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Er2_ICSD_607355,62,oP12,57.65
Al1Re2,aflow:ed75ba31d09c3ba7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Re2_ICSD_58147,139,tI6,257.907
Pt1Sc1,aflow:ed23ecf0e217e549,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1Sc1_ICSD_105784,221,cP2,135.478
Be2O2,aflow:ed51b7b3938f117f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be1O1_ICSD_15620,186,hP4,205.989
Cu1Sc1,aflow:ee85245cde3ed6c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1Sc1_ICSD_103095,221,cP2,82.0
Ba10Sn6,aflow:ee98bad7fa252f63,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba5Sn3_ICSD_100084,140,tI32,21.9278
Ca6Ga10,aflow:ee7f9cf75b07ab89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ca3Ga5_ICSD_58894,63,oS32,47.7463
Cd3Te3,aflow:eea3144a17a5238e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Te1_ICSD_67864,152,hP6,41.4333
Dy1Pd1,aflow:ee23a2c15420370c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Pd1_ICSD_103343,221,cP2,90.4778
B2W2,aflow:ee0a9de25797ea71,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1W1_ICSD_615689,63,oS8,334.572
Ag2Sc1,aflow:efede5d94aeda377,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Sc1_ICSD_605791,139,tI6,78.0815
Na6P2,aflow:ef00d5055a972435,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na3P1_ICSD_171012,194,hP8,26.7241
O8Si4,aflow:ef608315232ac5d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/O2Si1_ICSD_75664,24,oI24,60.7639
Ag4O2,aflow:f024f2b3bfd420b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_173984,224,cP6,56.2778
Ge2Ni4,aflow:f0f537b68ad8ecec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Ni2_ICSD_637339,194,hP6,180.913
Se1U1,aflow:f0d4c428f53f2a23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1U1_ICSD_52450,225,cF8,70.5389
Ge3Pt6,aflow:f010e82b0e1bda6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Pt2_ICSD_76141,189,hP9,184.45
Pb2S2,aflow:f033126f63d554e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pb1S1_ICSD_183244,194,hP4,53.3815
Er4Mg8,aflow:f0cec939337244e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Mg2_ICSD_657544,194,hP12,43.9093
Cd2O2,aflow:f047eb07931ed7b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1O1_ICSD_161837,186,hP4,93.4481
Re4Si4,aflow:f0bd47197c1d7fef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Re1Si1_ICSD_26616,198,cP8,247.213
Co4Sb12,aflow:f0fa32c496fea034,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_99532,204,cI32,78.8981
Cd3Y1,aflow:f021e2eb09c3c733,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd3Y1_ICSD_102085,225,cF16,58.8556
Ag1Tb1,aflow:f0216227e77670e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Tb1_ICSD_58363,221,cP2,61.7444
Sn6Tb10,aflow:f09367d2731e20d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sn3Tb5_ICSD_652737,193,hP16,62.9852
Ge4Tb2,aflow:f0ab0f028c862048,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge2Tb1_ICSD_638002,141,tI12,69.9037
Fe4Si4,aflow:f0fd4512e05329d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1Si1_ICSD_36188,198,cP8,222.05
As2Nb2,aflow:f0c863b63bdd8592,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As1Nb1_ICSD_16585,109,tI8,164.604
Cu4O2,aflow:f0b1c8b5771c9262,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu2O1_ICSD_167446,224,cP6,110.394
Ho1Rh1,aflow:f0b6c125df886051,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Rh1_ICSD_104445,221,cP2,117.278
La6O9,aflow:f124f62efab9778b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/La2O3_ICSD_160220,12,mS30,114.893
Te2Zn2,aflow:f1f5255f9504e33c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Te1Zn1_ICSD_184491,63,oS8,37.8222
O1Yb1,aflow:f1f93e996c14748f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Yb1_ICSD_151764,225,cF8,89.3778
Os4Si4,aflow:f11d4e973cc8a324,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Si1_ICSD_15692,198,cP8,218.709
As2Ni2,aflow:f1027f80d57da92a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Ni1_ICSD_29303,194,hP4,135.791
Pb1Pt3,aflow:f1a6536978f52238,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb1Pt3_ICSD_105603,221,cP4,171.094
Ag2Er1,aflow:f19f7d6d2d7a3b7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Er1_ICSD_58252,139,tI6,70.9796
Ho1P1,aflow:f19bc59154a5f3fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1P1_ICSD_187361,225,cF8,87.6556
Fe2Zr4,aflow:f1d774fa5d7605af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Fe1Zr2_ICSD_102804,140,tI12,92.5333
Hg2Ti6,aflow:f1b277d31df15ce0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Ti3_ICSD_104357,223,cP8,106.789
Hf4O8,aflow:f199dc9d57adb100,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1O2_ICSD_173968,62,oP12,229.702
N2Tc2,aflow:f17cc168a310b012,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N1Tc1_ICSD_187709,131,tP4,214.026
Ga1Pt3,aflow:f1c0d23f9135e933,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Pt3_ICSD_103922,221,cP4,211.667
Al3Ru2,aflow:f270148d49f6bfaf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Ru2_ICSD_609232,164,hP5,152.37
Ir2O4,aflow:f2017297ff3f45c8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ir1O2_ICSD_56009,136,tP6,267.246
Cu1Ti3,aflow:f269d172f9562803,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu1Ti3_ICSD_103130,123,tP4,96.6352
Ru1Zr1,aflow:f22c703bcdb00e01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Zr1_ICSD_106022,221,cP2,184.217
N1Re3,aflow:f2647fd7e3481cc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Re3_ICSD_169881,187,hP4,380.583
Li2Te1,aflow:f237511d90939265,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Te1_ICSD_182740,225,cF12,26.2556
Ga14Ni6,aflow:f2b794a882f8ff1b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ga7Ni3_ICSD_408313,229,cI40,105.764
Ba1Zn1,aflow:f2968781e0b42ff9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Zn1_ICSD_58682,221,cP2,21.4167
H8W4,aflow:f23d162b7bc02b36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H2W1_ICSD_247591,62,oP12,216.744
Al2Pd1,aflow:f2f1c0b701127d4f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Pd1_ICSD_58116,225,cF12,110.983
Au2Ca2,aflow:f2f6cf00606361b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Ca1_ICSD_54978,63,oS8,45.4167
Tc1Ti1,aflow:f2bf1c69bbb4ccdc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tc1Ti1_ICSD_106142,221,cP2,195.317
Co2Sb4,aflow:f38f615b9187f38a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Sb2_ICSD_76120,58,oP6,93.2648
Si4Sr8,aflow:f3dc42a35f56efd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Si1Sr2_ICSD_160102,62,oP12,29.287
Ag1Y1,aflow:f36e18a378d3536b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Y1_ICSD_58376,221,cP2,60.2167
N2Rh2,aflow:f37283da7ac0bd4e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Rh1_ICSD_185563,194,hP4,267.281
Sn2Ti4,aflow:f35f867a2aebed31,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sn1Ti2_ICSD_106086,194,hP6,108.117
Ir2Sn2,aflow:f33b96ab0edd579c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1Sn1_ICSD_104561,194,hP4,153.852
