compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_voigt
P12Tc8,aflow:127430f0232c1bb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/P3Tc2_ICSD_41017,2,aP20,183.409
Be26Ce2,aflow:127d327c78337a6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ce1_ICSD_108099,226,cF112,112.539
Cu2O2,aflow:1276d7dce7ffee01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cu1O1_ICSD_26715,15,mS8,150.041
Si6Sr10,aflow:127659e53a1b38d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si3Sr5_ICSD_15639,108,tI32,32.7222
In1Pd3,aflow:121e31d00889e2d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Pd3_ICSD_247194,139,tI8,142.011
K5Sb4,aflow:129f24d8bdf2c435,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/K5Sb4_ICSD_56530,12,mS18,15.0037
In1Mg3,aflow:125f9d220099a79b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Mg3_ICSD_51975,221,cP4,44.25
Be1Pd1,aflow:12bd382821f39684,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Pd1_ICSD_58728,221,cP2,167.744
Au1Mg1,aflow:12adf10b63fa2334,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Mg1_ICSD_58538,221,cP2,78.2667
Co4Sb12,aflow:12216d6fa94132a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_62111,204,cI32,78.3907
Pt1Ti1,aflow:1296a37c4b001dcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1Ti1_ICSD_105814,221,cP2,179.528
As1Zr1,aflow:12a3994f64b6856d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Zr1_ICSD_44092,225,cF8,118.361
Th1Zn4,aflow:126d7693810b216f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Th1Zn4_ICSD_106167,139,tI10,83.4426
Se1Tb1,aflow:125099e83f37f854,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1Tb1_ICSD_43605,225,cF8,79.3278
Nb2S2,aflow:12431c7c1534b1ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Nb1S1_ICSD_44992,194,hP4,176.996
Pd2Ta1,aflow:1311b90ba3307354,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Pd2Ta1_ICSD_105708,71,oI6,201.62
N4Re2,aflow:130fabca462f0fcb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/N2Re1_ICSD_187441,12,mS12,366.05
Er10Ge6,aflow:13d6d62908ce5a78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er5Ge3_ICSD_106605,193,hP16,73.77590000000001
Sn1Te1,aflow:13e3d03ca28ef02a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sn1Te1_ICSD_52489,225,cF8,40.3556
Cl1Rb1,aflow:136ebce60ff4446b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Rb1_ICSD_162798,225,cF8,14.3167
Hf1Ru3,aflow:132ec9e3a0bdf7cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1Ru3_ICSD_185647,221,cP4,212.278
Ag36In16,aflow:1381bdf3abc1096d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag9In4_ICSD_832,215,cP52,67.5611
C6Ir10,aflow:1379caa519e811ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C3Ir5_ICSD_181485,55,oP16,266.119
Ce4Os8,aflow:1342eade0b9150e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ce1Os2_ICSD_621728,194,hP12,219.426
Rh4S8,aflow:139e051057a5ccc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1S2_ICSD_105914,205,cP12,120.346
C1Pt1,aflow:13435caa82fe4e49,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pt1_ICSD_181114,225,cF8,259.283
C6N8,aflow:14eee23a55699d4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C3N4_ICSD_83263,220,cI28,438.611
Pt2U2,aflow:1445c756c0de10be,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pt1U1_ICSD_105826,63,oS8,97.4944
Ni4Si4,aflow:145e12aae1618f76,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1Si1_ICSD_187621,198,cP8,186.667
Bi6Tb8,aflow:143c36f66118df0f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi3Tb4_ICSD_617161,220,cI28,61.4222
In1Ni1,aflow:1461b11ac6a4ad9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Ni1_ICSD_59432,221,cP2,120.361
Hg1Sr1,aflow:147609474cf3a8d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Sr1_ICSD_104345,221,cP2,29.1111
F3La1,aflow:14c14d2e031b6053,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F3La1_ICSD_155554,139,tI8,121.539
S4Zn4,aflow:14aa41d24adc19f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_76896,186,hP8,71.4037
Ce4Os8,aflow:14ef2ceb1efd3e9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ce1Os2_ICSD_621725,194,hP12,219.22
La3Sn1,aflow:146f4c04216598e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La3Sn1_ICSD_104722,221,cP4,44.0778
Br2Cu2,aflow:14fc9659417dbf4f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br1Cu1_ICSD_30091,194,hP4,38.1565
Cu2Zr2,aflow:148a889cb8f66bb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Cu1Zr1_ICSD_167595,11,mP4,135.394
Si2Y2,aflow:149e01fa7fe56270,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Si1Y1_ICSD_262364,63,oS8,90.012
B4Sc2,aflow:154bc39d86985c1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B2Sc1_ICSD_106903,227,cF24,170.522
Li84Si20,aflow:15cc5b1e464811f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li21Si5_ICSD_40751,216,cF416,31.0833
Al1Tb1,aflow:15bd9ab3f2a93801,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Tb1_ICSD_181161,221,cP2,62.8056
B1Hf1,aflow:153dd3dd8e6895aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Hf1_ICSD_614418,225,cF8,173.528
B8W4,aflow:15f17c363d5af6bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2W1_ICSD_23716,194,hP12,314.589
S2Zn2,aflow:1519552b06d58dba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_184810,186,hP4,71.2315
Er1In3,aflow:15a8361ad7c98923,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1In3_ICSD_103249,221,cP4,63.8
Hf2W4,aflow:15fd035ef87df0cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf1W2_ICSD_104289,227,cF24,219.822
C4Nb8,aflow:1567e729c43c13dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1Nb2_ICSD_31973,62,oP12,228.644
As1Ho1,aflow:15deecb330c335d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Ho1_ICSD_187363,225,cF8,78.0944
Pt2W1,aflow:15be6baa72f0703e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Pt2W1_ICSD_649841,71,oI6,289.981
Ce1Te1,aflow:16dcfcae8c8bcedf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1Te1_ICSD_183947,225,cF8,71.3278
Mg4Pt2,aflow:1654cd59306b54eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Mg2Pt1_ICSD_245120,140,tI12,72.5444
B6Os4,aflow:16ede1c23d111d09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B3Os2_ICSD_424879,194,hP10,343.774
H1Rh1,aflow:160dff9783f1d0c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H1Rh1_ICSD_56168,225,cF8,215.047
Fe8W4,aflow:1612ff33c127c815,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe2W1_ICSD_155757,194,hP12,191.07
Mo1Zn7,aflow:16d0d25c2371c7fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo1Zn7_ICSD_130003,225,cF32,98.1889
Sn3Y1,aflow:16e97ffc13df1029,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn3Y1_ICSD_106102,221,cP4,54.75
Au3Cu1,aflow:16f60b1d7ed17e5e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au3Cu1_ICSD_107220,221,cP4,116.094
Ir1V1,aflow:1638a35ca98e8127,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ir1V1_ICSD_104589,123,tP2,229.087
C2O4,aflow:162f8798181bf4d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C1O2_ICSD_110775,136,tP6,5.22963
Ag2Y1,aflow:17957a7083ef0ccd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Y1_ICSD_605957,139,tI6,67.6167
Au4Yb4,aflow:1768b57b131060fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Yb1_ICSD_612473,62,oP8,45.7648
B2Ta2,aflow:17d91facf770bfbd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Ta1_ICSD_186194,63,oS8,278.472
C4Ir2,aflow:17d3f23fbef36218,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C2Ir1_ICSD_181489,140,tI12,323.559
As2Sr4,aflow:17d81543edcdd769,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As1Sr2_ICSD_44066,139,tI12,31.8167
Ho1Te1,aflow:17798e37f2678015,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Te1_ICSD_43548,225,cF8,65.1611
N4W3,aflow:178372bce1c55eee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N4W3_ICSD_186209,221,cP7,330.994
N3Tc3,aflow:17ab7e596f9cb7c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Tc1_ICSD_187707,221,cP6,316.1
F3Sc1,aflow:180fc542c3c78d40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Sc1_ICSD_261067,221,cP4,85.1278
Dy1Ga3,aflow:18cc93bc8d121e42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Ga3_ICSD_103187,221,cP4,90.0722
Ir2N2,aflow:18952f5cc852c4a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1N1_ICSD_183157,194,hP4,305.037
Ca2O2,aflow:183e65e769b16a0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1O1_ICSD_161831,194,hP4,86.0667
In1P1,aflow:18323595c45920d6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1P1_ICSD_165466,216,cF8,60.3667
Pr1Tl3,aflow:183fa8b7e5eee845,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pr1Tl3_ICSD_108700,221,cP4,36.5667
Ag2Zr2,aflow:182ef0ed2f8125eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1Zr1_ICSD_163155,129,tP4,99.0352
Be26Lu2,aflow:181c3843c017b3a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Lu1_ICSD_616321,226,cF112,113.161
Hg1Te1,aflow:180a54bb2831d9c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Te1_ICSD_31842,225,cF8,47.8611
Tl3Yb1,aflow:18fffe64abba004a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl3Yb1_ICSD_106199,221,cP4,41.2333
C4Si4,aflow:19345a101fc7f670,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Si1_ICSD_164971,186,hP8,213.174
Sb6Zr6,aflow:19a2db25529e85d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Sb1Zr1_ICSD_52404,63,oS24,94.6148
Ho2Pt4,aflow:198fca70b13f0e32,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Pt2_ICSD_639606,227,cF24,166.644
Pt2Zr2,aflow:19f95c3032bb25c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pt1Zr1_ICSD_649884,63,oS8,169.728
Ba1Hg1,aflow:19c353e662a40130,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Hg1_ICSD_58654,221,cP2,24.0
N3Re3,aflow:196b54cc0f8b7688,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Re1_ICSD_187711,221,cP6,361.109
Er4In2,aflow:198219d5a3d21975,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er2In1_ICSD_103251,194,hP6,56.6907
Co1Si2,aflow:192166aa1a44ba49,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1Si2_ICSD_27139,225,cF12,181.989
V4Zr2,aflow:190e395abaa79fb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/V2Zr1_ICSD_183003,227,cF24,153.567
Gd8S12,aflow:1999de87cec0fa0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Gd2S3_ICSD_33785,62,oP20,76.8222
C60K6,aflow:1984611e297ae73e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C60K6_ICSD_66879,204,cI132,30.5889
Cl2Mg1,aflow:1966db47ed65d8c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl2Mg1_ICSD_51245,115,tP3,11.5028
Er10Sb6,aflow:19965781398fc9bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er5Sb3_ICSD_156884,193,hP16,69.763
C2Si2,aflow:19570f9ac6a9e4de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Si1_ICSD_164970,186,hP4,213.148
Ni6Ta2,aflow:1a34de1a388ee9f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni3Ta1_ICSD_105391,59,oP8,217.996
Ca2Zn26,aflow:1a7049b3d8ecc5d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1Zn13_ICSD_184414,226,cF112,67.65
Si4Ti4,aflow:1ae3bd45d6179bea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Si1Ti1_ICSD_168416,62,oP8,141.37
B2Pt2,aflow:1a957803df0701a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Pt1_ICSD_24363,194,hP4,258.874
O10Ti6,aflow:1ad28cdb1e2ad43f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O5Ti3_ICSD_20361,63,oS32,164.883
Cd24P16,aflow:1adb46c6a8fe28ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Cd3P2_ICSD_620218,206,cI80,56.813
O4W2,aflow:1a28a8b7b4dfef62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2W1_ICSD_647647,136,tP6,283.585
Pt8V1,aflow:1ace57109680199f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pt8V1_ICSD_180978,139,tI18,220.804
Ag1Cd1,aflow:1a5594f050f5eeaa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Cd1_ICSD_57360,221,cP2,67.7056
Ir6Si2,aflow:1a15fe875dd4c2a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir3Si1_ICSD_43680,140,tI16,304.237
Ho2Si2,aflow:1a66bdfe863db82b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ho1Si1_ICSD_154700,63,oS8,92.413
In16O24,aflow:1a66ec3a2d271bea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/In2O3_ICSD_14387,206,cI80,145.917
Ir1Sc1,aflow:1ac49c8e5e124ef8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1Sc1_ICSD_104557,221,cP2,164.761
Pd8Se2,aflow:1a89f7fe8366a7a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pd4Se1_ICSD_23864,114,tP10,132.083
B2Cr1,aflow:1b7751c17ceecb29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B2Cr1_ICSD_30416,191,hP3,195.185
H30Th8,aflow:1ba8d66587548562,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/H15Th4_ICSD_24686,220,cI76,86.5944
B6Tb1,aflow:1b512aeb8c774064,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Tb1_ICSD_150622,221,cP7,165.8
Dy4Si4,aflow:1ca6226f7b5fba6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy1Si1_ICSD_164014,62,oP8,91.613
Rh3Ta1,aflow:1cc19369e172f540,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh3Ta1_ICSD_105939,221,cP4,261.828
N12Rh4,aflow:1c2c9c7f572501eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/N3Rh1_ICSD_162108,204,cI32,245.111
Re8Sc4,aflow:1c0045eff83689ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Sc1_ICSD_650085,194,hP12,222.224
O2Th1,aflow:1c78bb7df13625db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Th1_ICSD_105550,225,cF12,172.717
Ag2Cl2,aflow:1c37631a1f4d2450,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Cl1_ICSD_56541,11,mP4,40.4926
Dy12Rh4,aflow:1c83a0bff50d2273,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy3Rh1_ICSD_630158,62,oP16,58.8037
La8S12,aflow:1c52b9a972cc18f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/La2S3_ICSD_15151,62,oP20,69.5407
Er2Ge2,aflow:1c893461ca46858b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er1Ge1_ICSD_42380,63,oS8,82.7426
C21Si21,aflow:1cf77fe9d7170820,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Si1_ICSD_43827,156,hP42,212.75
As12Co4,aflow:1d0c12de36ebd2fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Co1_ICSD_38229,204,cI32,107.706
Rh1Sc1,aflow:1da926caa9bd3298,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Sc1_ICSD_105919,221,cP2,136.8
Ba6C60,aflow:1dd6dacf9f704c70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ba6C60_ICSD_70062,204,cI132,73.1074
B1Tc1,aflow:1ded95025c9807bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Tc1_ICSD_168895,187,hP2,299.922
B2Sc1,aflow:1d788038cb5c444e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Sc1_ICSD_165123,191,hP3,185.804
Hg4Pt1,aflow:1d2f797ec7f13895,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Hg4Pt1_ICSD_108762,229,cI10,63.7778
Rb4Te2,aflow:1dff4665ff68a2de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rb2Te1_ICSD_55118,194,hP6,13.5093
C1Ir1,aflow:1ecfc5503d9e0fd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ir1_ICSD_169404,187,hP2,329.406
C2Ho1,aflow:1e5413f968afa354,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C2Ho1_ICSD_17026,139,tI6,124.231
In1P1,aflow:1e28681f94443780,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1P1_ICSD_53104,225,cF8,76.0
Ru2Sb4,aflow:1e6b2269f602128e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Sb2_ICSD_42608,58,oP6,116.737
Er16O24,aflow:1e79e7d9fdf19fdb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Er2O3_ICSD_27774,206,cI80,145.0
Nb2Pt6,aflow:1e7f9f944e7fb80f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Nb1Pt3_ICSD_645212,59,oP8,246.122
Bi1Tb1,aflow:1e182d013d03c39f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Tb1_ICSD_43603,225,cF8,52.4889
Ga3Pt2,aflow:1e9084a4ea1bde75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga3Pt2_ICSD_103926,164,hP5,131.008
Th1Tl3,aflow:1e89971673a1e76e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Th1Tl3_ICSD_106159,221,cP4,59.8667
Ir2Pb2,aflow:1f05b660e8225182,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1Pb1_ICSD_104538,194,hP4,132.928
Ir2Sn8,aflow:1fd52cbd338e5a0f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ir1Sn4_ICSD_641053,68,oS20,67.6056
Ca24N16,aflow:1ff294763cae1a84,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ca3N2_ICSD_162791,206,cI80,67.3074
Te1Zn1,aflow:1f1ce1240bb82fe8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Te1Zn1_ICSD_104196,216,cF8,43.7944
C14Si14,aflow:1f21e330dfcd0965,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Si1_ICSD_28303,156,hP28,212.85
Hg1Y1,aflow:1f7c5feab515be03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Y1_ICSD_104367,221,cP2,66.4778
Er1Rh1,aflow:1f6608fc2c872b00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Rh1_ICSD_103293,221,cP2,120.072
Sb1Th1,aflow:20cd22d9d9abd84e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sb1Th1_ICSD_44718,225,cF8,77.3278
Ba1Se1,aflow:20c956c82d61d753,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Se1_ICSD_43655,225,cF8,35.6556
In3Tb1,aflow:207d513946780fc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3Tb1_ICSD_59546,221,cP4,61.8944
Bi8Th6,aflow:20e686c5d360907b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi4Th3_ICSD_58862,220,cI28,69.0889
Al8Sb8,aflow:206f48cebe73b76f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Sb1_ICSD_41994,205,cP16,48.7296
Br1Li1,aflow:20b64628cf74cb53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Li1_ICSD_27982,225,cF8,26.1611
Ag2Br2,aflow:2111503637117406,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Br1_ICSD_56549,11,mP4,39.3426
Cd2N2,aflow:21a1d7ae3f032b9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1N1_ICSD_185566,194,hP4,105.793
Nd1Pd3,aflow:210420f34712b216,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nd1Pd3_ICSD_105273,221,cP4,111.661
Be1Se1,aflow:213c549ca0805a87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Se1_ICSD_52720,225,cF8,87.95
Bi2Pt2,aflow:2122a1339fff9c66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Pt1_ICSD_58845,194,hP4,99.4
Ag4Sr2,aflow:219d796bee875a28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Sr1_ICSD_58359,74,oI12,37.5472
Ir4Th2,aflow:21b1a78a86ff153f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2Th1_ICSD_104571,227,cF24,200.133
Rh4Sb12,aflow:21bee00de5afd3ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Rh1Sb3_ICSD_44716,204,cI32,87.6222
F4Pd2,aflow:2107b2ffbd1ecfca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Pd1_ICSD_16763,136,tP6,88.9167
Ni1Sc1,aflow:227780372a14df17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1Sc1_ICSD_105333,221,cP2,103.967
Ag1Ho1,aflow:2236cb624d741ca7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Ho1_ICSD_104474,221,cP2,64.7944
As4Ge3,aflow:223188a15c60fe2f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As4Ge3_ICSD_163833,215,cP7,48.3037
C1Cd1,aflow:228515a5e5c206a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Cd1_ICSD_183177,225,cF8,100.944
Ag8Sr8,aflow:2216102577d683b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Sr1_ICSD_58358,62,oP16,27.2519
O1V1,aflow:224a84fc80fdcc46,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1V1_ICSD_28681,225,cF8,155.7
Mg1O1,aflow:23344abad821b348,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1O1_ICSD_101007,225,cF8,152.389
K6Se6,aflow:232b73a5e7e105bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/K2Se2_ICSD_73172,189,hP12,15.6463
Ga2Pt1,aflow:230c711fe243b5af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga2Pt1_ICSD_103925,225,cF12,116.061
Sb8Tb4,aflow:23d5fd2c93331560,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Sb2Tb1_ICSD_651606,64,oS24,61.5556
C2La1,aflow:235e67dbb6942937,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C2La1_ICSD_26587,139,tI6,94.5981
